ids,labels,parents,sector_color,app_ids,app_labels,app_parents,app_color,,node_label,node_color,link_source,link_target,link_label,link_color,value,app_description,sector_description
aomo-dem-ems,Energy Management System,aomo-dem,crimson,cs-hr-hcm-saph,SAP HCM v. SAP ERP 6.0 EhP8,cs-hr-hcm,lightyellow,,Timesheets v. 1.0,peru,10,13,API / WS,peru,1,"SAP HCM v. SAP ERP 6.0 EhP8: HCM is the Human Resources module. It includes the following functions - Personnel Management (PA), Organisation Management (OM), Personnel Time Management (PT), Travel Management (TR), Payroll (PY), Appraisal, SuccessFactors Learning, Employee File Management System (Singapore)
India Team includes the following function - Personnel Management (PA) Organisation Management (OM) Personnel Time Management (PT) Payroll (PY) ESS India Customization - Tax Declaration, Attendance",Energy Management System
aomo-dem-wf,Weather Forecasting,aomo-dem,crimson,cs-hr-hcm-sch,Scholarship.net v. 1.0,cs-hr-hcm,lightyellow,,Payment Request eform v. 1.0,peru,17,13,Flat File,royalblue,1,"Scholarship.net v. 1.0: A system to computerize the process of scheduling interviews, assessing candidates generating reports",Weather Forecasting
aomo-dem-do,Dispatch Optimisation,aomo-dem,crimson,cs-hr-hcm-tms,TMS (Time Management System) v. 1,cs-hr-hcm,lightyellow,,SAP GSP v. 1.0,brown,86,13,API / WS,royalblue,1,"Time Management System: TMS is used by SembWaste’s HR to maintain shift group , attendance code and payment instruction for Over-Time work schedule for its Direct Labour staff and to generate Over-Time schedule to be exported to SAP",Dispatch Optimisation
aomo-dem-smhes,Smart Meter Head End Systems (HES),aomo-dem,crimson,cs-hr-te-aph,SAP HCM v. SAP ERP 6.0 EhP8,cs-hr-te,lightyellow,,Electronic Document Management System v. 1.0,lightslategray,73,13,Manual (CSV),royalblue,1,"SAP HCM v. SAP ERP 6.0 EhP8: HCM is the Human Resources module.It includes the following functions - Personnel Management (PA), Organisation Management (OM), Personnel Time Management (PT), Travel Management (TR), Payroll (PY), Appraisal, SuccessFactors Learning, Employee File Management System (Singapore)
India Team includes the following function - Personnel Management (PA) Organisation Management (OM) Personnel Time Management (PT) Payroll (PY) ESS India Customization - Tax Declaration, Attendance",Smart Meter Head End Systems (HES)
cpm,Capital Project Management,,darkmagenta,cs-hr-pm-aph,SAP HCM v. SAP ERP 6.0 EhP8,cs-hr-pm,lightyellow,,Gift and Entertainment Management v. 1.0,brown,74,13,Manual (CSV),royalblue,1,"SAP HCM v. SAP ERP 6.0 EhP8: HCM is the Human Resources module.It includes the following functions - Personnel Management (PA), Organisation Management (OM), Personnel Time Management (PT), Travel Management (TR), Payroll (PY), Appraisal, SuccessFactors Learning, Employee File Management System (Singapore)
India Team includes the following function - Personnel Management (PA) Organisation Management (OM) Personnel Time Management (PT) Payroll (PY) ESS India Customization - Tax Declaration, Attendance",Capital Project Management
cpm-eppm,Enterprise Project Portfolio Management,cpm,orchid,cs-hr-lms-aph,SAP HCM v. SAP ERP 6.0 EhP8,cs-hr-lms,lightyellow,,Event Attendance (Power Apps) v. 1.0,brown,87,13,Manual,peru,1,"SAP HCM v. SAP ERP 6.0 EhP8: HCM is the Human Resources module.It includes the following functions - Personnel Management (PA), Organisation Management (OM), Personnel Time Management (PT), Travel Management (TR), Payroll (PY), Appraisal, SuccessFactors Learning, Employee File Management System (Singapore)
India Team includes the following function - Personnel Management (PA) Organisation Management (OM) Personnel Time Management (PT) Payroll (PY) ESS India Customization - Tax Declaration, Attendance",Enterprise Project Portfolio Management
cpm-cm,Cost Management,cpm,orchid,cs-hr-tm-aph,SAP HCM v. SAP ERP 6.0 EhP8,cs-hr-tm,lightyellow,,Microsoft Stream (Internet-Online) v. Microsoft Stream,lightslategray,34,13,Shared DB (SQL),peru,1,"SAP HCM v. SAP ERP 6.0 EhP8: HCM is the Human Resources module.It includes the following functions - Personnel Management (PA), Organisation Management (OM), Personnel Time Management (PT), Travel Management (TR), Payroll (PY), Appraisal, SuccessFactors Learning, Employee File Management System (Singapore)
India Team includes the following function - Personnel Management (PA) Organisation Management (OM) Personnel Time Management (PT) Payroll (PY) ESS India Customization - Tax Declaration, Attendance",Cost Management
cpm-spm,Supplier Performance Management,cpm,orchid,cs-hr-tm-otb,Sembcorp OTUJ - Backend Administrative Portal v. 1.0,cs-hr-tm,lightyellow,,Slack v. Enterprise Grid,lightslategray,88,13,Shared DB (SQL),peru,1,"Sembcorp OTUJ - Backend Administrative Portal v. 1.0: The backend administrative portal will be developed to manage the OTUJ mobile application and users. This section of the document explains the features and functionality of Administrative Portal. The following are the modules in administrative portal.Login, User Management, Roles Management, Overtime Job Applications, Urgent Job Applications, System Configuration",Supplier Performance Management
cpm-ccs,Change Control System,cpm,orchid,cs-hr-tm-out,Sembcorp OTUJ v. 1.3,cs-hr-tm,lightyellow,,Time Off eform v. 1.0,peru,89,89,Shared DB (SQL),peru,1,"Sembcorp OTUJ v. 1.3: A Mobile application for JI Maintenance Dept. staffs  to apply for overtime and urgent job requests.
The mobile application consists for following modules - Overtime, Urgent Jobs
The application shows the above functional modules in different tabs. Only applicable user roles (Engineer, HOS and HOD) can view both the tabs. The Technician only view Overtime related functionality. The SVP & Head only view Urgent Jobs related functionality",Change Control System
cpm-ed,"Engineering & Design (CAD, 4D Model, etc.)",cpm,orchid,cs-hr-tm-efor,Time Off eform v. 1.0,cs-hr-tm,lightyellow,,Employee Share Plans System v. 1.0,peru,90,90,,crimson,1,Time Off eform v. 1.0: A system to record time off for Digital & Technology Department,"Engineering & Design (CAD, 4D Model, etc.)"
cpm-bim,Building Information Modelling,cpm,orchid,cs-hr-tm-ts,Timesheets v. 1.0,cs-hr-tm,lightyellow,,Performance Share Plans System v. 1.0,peru,9,91,,brown,1,Web App for recording time,Building Information Modelling
cs,Corporate Services (Systems of Record),,maroon,cs-hr-tm-tms,TMS (Time Management System) v. 1,cs-hr-tm,lightyellow,,Restricted  Share Plans System v. 1.0,peru,92,92,,lightslategray,1,"Time Management System: TMS is used by SembWaste’s HR to maintain shift group , attendance code and payment instruction for Over-Time work schedule for its Direct Labour staff and to generate Over-Time schedule to be exported to SAP",Corporate Services (Systems of Record)
cs-fin,Finance,cs,brown,cs-tms-apa,SAP ASP v. 1.0,cs-tms,lightyellow,,Enterprise Risk and Control Management System v. 5.X,peru,93,35,,brown,1,SAP ASP v. 1.0,Finance
cs-fin-fin,Finance,cs-fin,peru,cs-tms-sap,SAP GSP v. 1.0,cs-tms,lightyellow,,Workforce Management System v. 1.0,crimson,94,94,Shared DB (SQL),peru,1,SAP GSP v. 1.0,Finance
cs-fin-ia,Invoice Automation (AP),cs-fin,peru,cs-lcs-adf,Annual Declaration Form v. 1.0,cs-lcs,lightyellow,,AMS Machinery v. 5.7,crimson,42,43,,lightslategray,1,"Annual Declaration Form v. 1.0: Platform for employee to submit declaration on Conflict of Interest, Code of Business Conducts and IT Security Policies",Invoice Automation (AP)
cs-fin-bpc,Budget Planning & Consolidation (BPC),cs-fin,peru,cs-lcs-cps,Company Profile and Shareholding Database System v. 1.0,cs-lcs,lightyellow,,Salesforce v. 1,royalblue,43,80,Custom Connector,lightslategray,1,Company Profile and Shareholding Database System v. 1.0: A platform to update company profiling and shareholding information of all companies under Sembcorp Industries group and to generate shareholding listings and organization charts.,Budget Planning & Consolidation (BPC)
cs-fin-ar,AR Decoupling (Revenue Portal),cs-fin,peru,cs-lcs-gem,Gift and Entertainment Management v. 1.0,cs-lcs,lightyellow,,Salesforce-TIRS  Intergration Webservices v. 1.0,royalblue,43,88,,peru,1,Gift and Entertainment Management v. 1.0: An eForm to seek approval for giving and receiving gift/entertainment,AR Decoupling (Revenue Portal)
cs-fin-epm,Enterprise Performance Management (EPM),cs-fin,peru,cs-lcs-kol,KOLA v. 1.0,cs-lcs,lightyellow,,Visitor Management System v. 1,crimson,43,12,Shared DB (SQL),peru,1,"KOLA v. 1.0: A fraud detection monitoring system that allows the organization to enhance oversight of the various operational process, and to identify fraud risks and red flags through the use of an data analytics platform.",Enterprise Performance Management (EPM)
cs-hr,Human Resources,cs,brown,cs-lcs-trd,Tableau Reporting Dashboard v. 10.3.2,cs-lcs,lightyellow,,KABA v. 1.0,peru,43,34,API / WS,peru,1,Tableau Reporting Dashboard v. 10.3.2: Allows the organization to visualize output and for reporting purposes.,Human Resources
cs-hr-hcm,Human Capital Management (HCM),cs-hr,peru,cs-hse-csr-sdm,Sustainability Data Management System v. 8.4,cs-hse-csr,lightyellow,,Virtual Brain Water v. 2.0,crimson,95,95,API / WS,peru,1,"Sustainability Data Management System v. 8.4: Enablon cloud application that provides the end to end flow of sustainability data from collection, storage, workflow and reporting on GRI, DJSI, CDP",Human Capital Management (HCM)
cs-hr-te,Travel & Expense,cs-hr,peru,cs-hse-erm-erc,Enterprise Risk and Control Management System v. 5.X,cs-hse-erm,lightyellow,,DataBricks,teal,96,96,API / WS,peru,1,"Enterprise Risk and Control Management System v. 5.X: ERM system is a web application that monitors, manages and control the risk associated with a business undertaking. It measures risk in relation to returns and facilitates Sembcorp users in managing risk better. It is using COTS product - Thomson Reuters Accelus Risk Manager.",Travel & Expense
cs-hr-pm,Performance Management,cs-hr,peru,cs-hse-hse-ghs,Global HSE Information System v. 1.0,cs-hse-hse,lightyellow,,Data Warehouse,teal,97,97,,peru,1,"Global HSE Information System v. 1.0: For HSE performance, incidents and investigations reporting, and report retrieval",Performance Management
cs-hr-lms,Learning Management System,cs-hr,peru,cs-hse-hse-ssa,Sembcorp Secure App - Backend Administrative Portal v. 1.0,cs-hse-hse,lightyellow,,Website Content Management System v. 1.0,skyblue,98,98,,peru,1,"Sembcorp Secure App - Backend Administrative Portal v. 1.0: The backend administrative portal will be developed to manage the secure app mobile application and users. This section of the document explains the features and functionality of Administrative Portal. The following are the modules in administrative portal.Login, User Management, Roles Management, Staff Location & Status, Alerts, Announcements, Emergency Contacts, Incident Reports, System Configuration",Learning Management System
cs-hr-tm,Time Management,cs-hr,peru,cs-hse-hse-ssm,Sembcorp Secure Mobile App v. 1.3,cs-hse-hse,lightyellow,,EMC (External),teal,34,99,,peru,1,"Sembcorp Secure Mobile App v. 1.3: Mobile application to alert all Sembcorp employees on critical incidents relating to health, safety and security. The application will allow a two-way communication whereby Sembcorp staff are able to respond on their status or report on updates of an incident in their locality. Conversely, the crisis administrator is also able to communicate with the affected staff via the chat function in the application.",Time Management
cs-tms,Tax Management System,cs,brown,cs-psc-ss-apa,SAP ARIBA Strategic sourcing v. 1.0,cs-psc-ss,lightyellow,,Payment Gateway (Ext),teal,30,17,,peru,1,SAP ARIBA Strategic sourcing v. 1.0,Tax Management System
cs-lcs,Legal and Compliance System,cs,brown,cs-psc-ss-sap,SAP Ariba v. 14s,cs-psc-ss,lightyellow,,KrisFlyer,teal,64,15,,peru,1,"SAP Ariba v. 14s: E-Procurement System by GVCM for Global Procurement - Supplier Management, Sourcing, & Contract Management",Legal and Compliance System
cs-hse,"Health, Safety, Environment",cs,brown,cs-psc-sm-sap,SAP Ariba v. 14s,cs-psc-sm,lightyellow,,Singpost,teal,65,17,API / WS (XML),crimson,1,"SAP Ariba v. 14s: E-Procurement System by GVCM for Global Procurement - Supplier Management, Sourcing, & Contract Management","Health, Safety, Environment"
cs-hse-csr,Sustainability and Corporate Social Responsibility,cs-hse,peru,cs-psc-scm-car,PCard v. 1.0,cs-psc-scm,lightyellow,,NTUC,teal,100,100,Shared DB (SQL),wheat,1,PCard v. 1.0,Sustainability and Corporate Social Responsibility
cs-hse-erm,Enterprise Risk Management (ERM),cs-hse,peru,cs-psc-scm-sap,SAP MM v. SAP ERP 6.0 EhP8,cs-psc-scm,lightyellow,,Power Settlement System,wheat,99,34,Shared DB (SQL),royalblue,1,"SAP MM v. SAP ERP 6.0 EhP8: MM is the Material Management module.It includes the following functions - Purchasing, Inventory Management, Invoice Verification, Physical Inventory",Enterprise Risk Management (ERM)
cs-hse-hse,"Health, Safety, Environment (HSE)",cs-hse,peru,es-pmds-jira,Jira Software v. 1,es-pmds,lightyellow,,SUT Billing File,sandybrown,34,80,Shared DB (SQL),royalblue,1,Jira Software v. 1: Issue Tracking & Project Management Software,"Health, Safety, Environment (HSE)"
cs-psc,Procurement and Supply Chain,cs,brown,es-intranet-hom,Home v. 1.0,es-intranet,lightyellow,,SP Systems Interface,teal,101,102,,crimson,1,Intranet Home Page (UK),Procurement and Supply Chain
cs-psc-ss,Strategic Sourcing,cs-psc,peru,es-intranet-semb,Sembcorp Portal v. SharePoint 2013,es-intranet,lightyellow,,Customer Management System FTP Server,teal,102,0,API / WS (XML),crimson,1,Sembcorp Portal v. SharePoint 2013: Sharepoint Portal for internal staffs,Strategic Sourcing
cs-psc-cm,Contract Management,cs-psc,peru,es-ecm-bpa,Board Papers Apps v. 1.0,es-ecm,lightyellow,,AMS Vibration Analyser CSI 2140,crimson,30,0,API / WS,crimson,1,Board Papers Apps v. 1.0: A system to allow sharing of confidential commitee meeting papers,Contract Management
cs-psc-sm,Supplier Management,cs-psc,peru,es-ecm-dpi,Department Portal (Intranet) v. SharePoint 2013,es-ecm,lightyellow,,F&S Data Collector,crimson,30,20,WS (JSON),royalblue,1,Department Portal (Intranet) v. SharePoint 2013: Sharepoint portal for department,Supplier Management
cs-psc-scm,Supply Chain Management,cs-psc,peru,es-ecm-dpo,Department Portal (Online) v. SharePoint Online,es-ecm,lightyellow,,External - Forecasting Agencies Systems,teal,30,21,WS (JSON),royalblue,1,Department Portal (Online) v. SharePoint Online: Sharepoint portal for department,Supply Chain Management
es,Enterprise Services,,darkslategray,es-ecm-edm,Electronic Document Management System v. 1.0,es-ecm,lightyellow,,Solar Invertor PLC,crimson,103,103,Shared DB (SQL),wheat,1,Electronic Document Management System v. 1.0: A system to facilite management and turnaround time for engineering drawing / documentation for SUT PD,Enterprise Services
es-pmds,Project Management & Delivery Systems,es,lightslategray,es-ecm-home,Home v. 1.0,es-ecm,lightyellow,,Zenon Energy Edition Server,crimson,80,10,Shared DB (SQL),wheat,1,Home v. 1.0,Project Management & Delivery Systems
es-intranet,Intranet,es,lightslategray,es-ecm-msi,Microsoft Stream (Internet-Online) v. Microsoft Stream,es-ecm,lightyellow,,Lidar Data Downloader,crimson,28,10,Shared DB (SQL),wheat,1,Microsoft Stream (Internet-Online) v. Microsoft Stream: A system to stream video,Intranet
es-ecm,Enterprise Content Management,es,lightslategray,es-ecm-ppi,Project Portal (Intranet) v. SharePoint 2013,es-ecm,lightyellow,,Lidar Data Aggregation,crimson,10,41,,crimson,1,Project Portal (Intranet) v. SharePoint 2013: Sharepoint portal for projects,Enterprise Content Management
es-css,Collaboration Services (e.g. Slack),es,lightslategray,es-ecm-ppo,Project Portal (Online) v. SharePoint Online,es-ecm,lightyellow,,LiDAR Sensor,crimson,10,80,API / WS,peru,1,Project Portal (Online) v. SharePoint Online: Sharepoint portal for projects,Collaboration Services (e.g. Slack)
es-peci,Process Excellence & Continuous Improvement,es,lightslategray,es-ecm-smg,Sembcorp Media Gallery v. SharePoint 2013,es-ecm,lightyellow,,Inverter Data Auto Downloader,crimson,10,104,WS (XML),peru,1,Sharepoint media gallery,Process Excellence & Continuous Improvement
es-wia,Workflow and Intelligent Automation,es,lightslategray,es-ecm-sps,Sembcorp Portal v. SharePoint 2013,es-ecm,lightyellow,,SAP ESS/MSS SAP NetWeaver 7.5,peru,105,14,Shared DB (JSON),peru,1,Sembcorp Portal v. SharePoint 2013,Workflow and Intelligent Automation
es-mmimr,Market Messaging & Interaction (Market Rules),es,lightslategray,es-ecm-wcm,Website Content Management System v. 1.0,es-ecm,lightyellow,,Cogenweb,crimson,105,106,API / WS,peru,1,Website Content Management System v. 1.0,Market Messaging & Interaction (Market Rules)
es-fm,Facilities Management,es,lightslategray,es-css-dp,Department Portal (Intranet) v. SharePoint 2013,es-css,lightyellow,,Water Plant Management System v. 1.0,crimson,106,105,API / WS,peru,1,Department Portal (Intranet) v. SharePoint 2013: Sharepoint portal for department,Facilities Management
es-rad,Rapid App Development,es,lightslategray,es-css-evc,Enterprise Video Communications v. 4.4.2,es-css,lightyellow,,ZJG - DCS v. 5.3+sp3,crimson,107,105,,crimson,1,Enterprise Video Communications v. 4.4.2,Rapid App Development
es-imrd,Innovation Management and R&D,es,lightslategray,es-css-sla,Slack v. Enterprise Grid,es-css,lightyellow,,NSS - DCS v. XDC800,crimson,13,42,,crimson,1,Slack v. Enterprise Grid: Sembcorp Digital Workspace - Collaboration & Communication Tool,Innovation Management and R&D
iis,IT and Infrastructure Services,,orange,es-peci-ris,ARIS v. 10 Release 8,es-peci,lightyellow,,NCIP Water - DCS v. XDC800,crimson,42,41,,teal,1,ARIS v. 10 Release 8,IT and Infrastructure Services
iis-isd,IT Service Delivery,iis,tomato,es-peci-sap,SAP Approval Mobile App System - Sembcorp Approval 3.0 v. 2.1,es-peci,lightyellow,,Goods Service Tax Network,teal,13,23,API / WS (XML),teal,1,SAP Approval Mobile App System - Sembcorp Approval 3.0 v. 2.1: A system to for SAP approvers to approve request types on the move.,IT Service Delivery
iis-isd-euc,End User Computing,iis-isd,coral,es-wia-cap,"CAPEX Purchase, Fixed Asset Disposal, CAPEX Replacement eform v. 1.0",es-wia,lightyellow,,Warehouse Management System,peru,25,23,Shared DB,peru,1,"CAPEX Purchase, Fixed Asset Disposal, CAPEX Replacement eform v. 1.0: An eForm for purchase request, replacement and disposal",End User Computing
iis-isd-tc,Telephony and Conferences,iis-isd,coral,es-wia-ea,Event Attendance (Power Apps) v. 1.0,es-wia,lightyellow,,Whistle Blowing Portal,brown,2,31,API (JSON),peru,1,Event Attendance (Power Apps) v. 1.0: A system to mark attendance for Sembcorp events,Telephony and Conferences
iis-isd-itsm,IT Service Management,iis-isd,coral,es-wia-rpa,Robotic Process Automation v. 1,es-wia,lightyellow,,Whistle Blowing Case Management,brown,108,108,Flat File,peru,1,Robotic Process Automation v. 1: Robots Built - DOF Billing & Cash Projection,IT Service Management
iis-isd-itmm,IT Monitoring and Management,iis-isd,coral,de-int-int-api-db,Dell Boomi,de-int-int-api,indigo,,EE Website,teal,47,43,Shared DB (SQL),crimson,1,Dell Boomi: Integration platform for applications,IT Monitoring and Management
iis-isd-isd,IT Service Delivery,iis-isd,coral,de-int-int-api-wk,Workato,de-int-int-api,indigo,,Mobile Bills v. 1.0,peru,43,41,WS (XML),sandybrown,1,Workato: Workflow Automation for Slack Integration,IT Service Delivery
iis-infra,IT Infrastructure,iis,tomato,aomo-aop-hist-wh,Wonderware Historian,aomo-aop-hist,lightyellow,,AMEX - UK,teal,13,57,,skyblue,1,Wonderware Historian,IT Infrastructure
iis-infra-cm,Cloud Management,iis-infra,coral,aomo-aop-hist-um,UMIS 1.0,aomo-aop-hist,lightyellow,,Gasboy Head Office 6.4.413.007,crimson,16,17,API / WS,teal,1,Web App for plant info,Cloud Management
iis-infra-bh,Blockchain,iis-infra,coral,aomo-ao-apm-eta,ETAPRO,aomo-ao-apm,lightyellow,,Turbine Data Downloader v. 2.0.0,crimson,13,10,Shared DB (JSON),peru,1,ETAPRO,Blockchain
iis-infra-dco,Data Center Operations,iis-infra,coral,de-an-vi-de-dl,Data Lake,de-an-vi-de,lightyellow,,Wind Turbine PLC Regen,crimson,13,81,"WS (SOAP, XML)",peru,1,Data Lake,Data Center Operations
iis-infra-inc,Inter-network Connections,iis-infra,coral,de-int-int-api-cfu,Citibank File Uploader (External),de-int-int-mi,lightyellow,,SAP Manufacturing Integration and Intelligence,teal,13,80,Manual,teal,1,Citibank File Uploader (External),Inter-network Connections
iis-infra-vpn,VPN,iis-infra,coral,de-int-int-batch-gyro,Giro,de-int-int-batch,lightyellow,,Entrade,lightsalmon,13,73,API / WS,peru,1,Giro,VPN
de,Digital Enablers,,darkgreen,de-int-int-api-axs,External - AXS 1.0,de-int-int-mi,lightyellow,,Lacima,lightsalmon,13,74,,peru,1,External - AXS 1.0,Digital Enablers
de-an,Analytics (System of Insights),de,seagreen,de-an-vi-aso-vbr,VBR,de-an-vi-aso,lightyellow,,Reval,lightsalmon,13,87,Flat File,peru,1,VBR,Analytics (System of Insights)
de-an-vi,Visualisation and Insights,de-an,olivedrab,aomo-aop-eam-wis,Weighbridge Information System,aomo-aop-eam,lightyellow,,Swift,teal,35,93,API / WS,peru,1,"Weighbridge Information System: WIS provides the Woodchip Boiler Plant engineers with woodchip steam production analysis reports. In addition, it facilitates billing verification between Sembcorp Cogen and SembEnviro",Visualisation and Insights
de-an-vi-mcf,Market and Commodity Forcasting,de-an-vi,teal,aomo-aop-eam-st,Storage & Terminalling,aomo-aop-eam,lightyellow,,360T,lightsalmon,57,20,Shared DB (SQL),peru,1,"Storage & Terminalling: A system for Storage & Terminalling team to manage Eastman work orders for isotank, drumming, stuffing and vessel loading jobs",Market and Commodity Forcasting
de-an-vi-od,Optimised Dispatch,de-an-vi,teal,aomo-aop-eam-lims,Laboratory Information Management System,aomo-aop-eam,lightyellow,,Position View,lightsalmon,109,57,Shared DB (SQL),peru,1,Laboratory Information Management System: To maintain the optimal operating conditions and give the water operations early warning to treatment process potential upset,Optimised Dispatch
de-an-vi-pods,Plant Ops and Design Optimisation,de-an-vi,teal,aomo-aop-eam-geo,GEO Information System,aomo-aop-eam,lightyellow,,Contigo,wheat,57,110,Shared DB (SQL),peru,1,GEO Information System: A system to maintain pipeline and associated assets information in Jurong Island used for monitoring capex and space utilization tracking and generate commercial proposals,Plant Ops and Design Optimisation
de-an-vi-pve,Predictive Maintenance,de-an-vi,teal,de-int-int-api-sgx,SGX Live Feed,de-int-int-mi,lightyellow,,ICE,teal,110,57,Custom Connector,teal,1,SGX Live Feed,Predictive Maintenance
de-an-vi-aso,Asset Performance Optimisation,de-an-vi,teal,aomo-aop-hs-ims,Incident Management System,aomo-aop-hs,lightyellow,,,,57,18,"WS (REST), SQL, File Share",royalblue,1,Incident Management System: A system to manage IT related calls and incidents raised by users,Asset Performance Optimisation
de-an-vi-gp,Global Ops ,de-an-vi,teal,iis-isd-itsm-itsm,IT Services Management System 1.0,iis-isd-itsm,lightyellow,,,,57,111,WS (SOAP),teal,1,IT Services Management System 1.0: A system to manage IT related requests raised by users.,Global Ops 
de-an-vi-de,Data Lake,de-an-vi,teal,de-int-int-api-bank,Bank (External),de-int-int-mi,lightyellow,,,,19,57,"WS (REST), FTP",royalblue,1,Bank (External),Data Lake
de-an-dm,Data Modelling,de-an,olivedrab,de-an-dm-bda-db,DataBricks,de-an-dm-bda,lightyellow,,,,112,57,"WS (REST), FTP",teal,1,DataBricks,Data Modelling
de-an-dm-bda,Big Data Analytics,de-an-dm,teal,de-an-dm-bda-dw,Data Warehouse,de-an-dm-bda,lightyellow,,,,24,25,Manual,royalblue,1,Data Warehouse,Big Data Analytics
de-an-dm-vvisual,Visual Analytics,de-an-dm,teal,de-cs-di-iam-aad,Azure AD,de-cs-di-iam,indigo,,,,17,0,Manual,royalblue,1,Azure Active Directory,Visual Analytics
de-an-dm-omi,Optimisation,de-an-dm,teal,iis-isd-tc-zoom,Zoom,iis-isd-tc,indigo,,,,17,101,SFTP,teal,1,Zoom,Optimisation
de-an-dm-aartifi,Artificial Intelligence,de-an-dm,teal,iis-isd-tc-sfb,Skype for Business,iis-isd-tc,indigo,,,,17,114,Manual,teal,1,Skype,Artificial Intelligence
de-an-dm-mmachin,Machine Learning,de-an-dm,teal,iis-isd-itmm-ies,Ivanti Endpoint Security,iis-isd-itmm,indigo,,,,114,17,Manual,crimson,1,Ivanti Endpoint Security,Machine Learning
de-an-dm-sstatis,Statistical Modelling,de-an-dm,teal,iis-isd-itmm-sccm,System Center Configuration Manager,iis-isd-itmm,indigo,,,,115,17,Shared DB (SQL),royalblue,1,System Center Configuration Manager,Statistical Modelling
de-cs,Cyber Security,de,seagreen,iis-isd-itmm-wg,WhatsUp Gold,iis-isd-itmm,indigo,,,,30,115,Manual,royalblue,1,Network Monitoring System,Cyber Security
de-cs-ci,Cyber Intelligence,de-cs,olivedrab,iis-isd-euc-fup,Follow you printing system 5.7.34.3271,iis-isd-euc,indigo,,,,24,2,,royalblue,1,Follow you printing system,Cyber Intelligence
de-cs-ci-soc,Security Operations Center,de-cs-ci,teal,iis-infra-cm-vsp,vSphere 6.5,iis-infra-cm,indigo,,,,20,116,Shared DB (SQL),sandybrown,1,VMWare Vsphere Server,Security Operations Center
de-cs-ci-cbrm,Cyber Breach Response Management,de-cs-ci,teal,de-an-dm-vvisual-ts,Tableau Server 10.3,de-an-dm-vvisual,indigo,,,,116,20,Manual,sandybrown,1,Tableau Server,Cyber Breach Response Management
de-cs-ci-cti,Cyber Threat Intelligence,de-cs-ci,teal,de-cs-ci-soc-qr,Qradar,de-cs-ci-soc,indigo,,,,109,30,,wheat,1,Qradar SIEM,Cyber Threat Intelligence
de-cs-ci-mm,Malware Management,de-cs-ci,teal,de-cs-di-dpdp-dlp,Forcepoint Data Loss Protection (DLP) 8.5.1.66,de-cs-di-dpdp,indigo,,,,30,109,Manual,crimson,1,On-Prem Data Loss Protection Platform,Malware Management
de-cs-ci- ics,Industrial Control System (ICS) Security,de-cs-ci,teal,de-cs-ci-fw-cfa,Checkpoint Firewall Appliance,de-cs-ci-fw,indigo,,,,23,24,MQ,sandybrown,1,Company Firewall,Industrial Control System (ICS) Security
de-cs-ci-fw,Firewall,de-cs-ci,teal,de-cs-ci-fw-fsm,Firemon Security Manager 8.24.9,de-cs-ci-fw,indigo,,,,118,100,MQ,teal,1,"Security Manager provides real-time visibility, control, and management for network security devices across hybrid cloud environments from a single pane of glass.",Firewall
de-cs-ci-vm,Vulnerability Management,de-cs-ci,teal,de-cs-ci-fw-fm,Fortigate Firewall Appliance,de-cs-ci-fw,indigo,,,,18,17,WS (SOAP),teal,1,Firewall Appliance,Vulnerability Management
de-cs-ci-tps,Third Party Security,de-cs-ci,teal,de-cs-ci-mm-sep,Symantec Endpoint Protection,de-cs-ci-mm,indigo,,,,120,119,WS (SOAP),wheat,1,Anti-virus & Antimalware solution for VBR,Third Party Security
de-cs-di,Digital Identity,de-cs,olivedrab,de-cs-di-pki-atf,Axway Trusted File,de-cs-di-pki,indigo,,,,119,22,WS (XML),royalblue,1,Public Key Infrastructure Services,Digital Identity
de-cs-di-casb,Cloud Access Security Broker (CASB),de-cs-di,teal,de-cs-ci-soc-aa,Arcsight Appliance,de-cs-ci-soc,indigo,,,,121,122,TCP/IP,crimson,1,Arcsight SIEM,Cloud Access Security Broker (CASB)
de-cs-di-ueba,User Entity Behaviour Analytics,de-cs-di,teal,de-cs-ci-vm-ten,Tenable,de-cs-ci-vm,indigo,,,,123,124,CSV,blue,1,Vulnerability Assessment Tool,User Entity Behaviour Analytics
de-cs-di-iam,Identity Access Management (IAM),de-cs-di,teal,de-en-cn-ndm-aw,Airwave,de-en-cn-ndm,indigo,,,,125,123,"FTP, e-mail (CSV)",teal,1,Network device manager,Identity Access Management (IAM)
de-cs-di-dpdp,Data Protection and Data Privacy,de-cs-di,teal,de-en-cn-rnc-cw,Catalyst Switch,de-en-cn-rnc,indigo,,,,126,22,API (CSV),teal,1,Network Switch,Data Protection and Data Privacy
de-cs-di-pki,Public Key Infrastructure (PKI) Services,de-cs-di,teal,de-en-cn-rnc-ciw,Cisco Switch,de-en-cn-rnc,indigo,,,,43,127,API (realtime),crimson,1,Network Switch,Public Key Infrastructure (PKI) Services
de-cs-di-cs,Cryptography Services,de-cs-di,teal,de-en-cn-rnc-nw,Nexus Switch,de-en-cn-rnc,indigo,,,,127,43,API (CSV),crimson,1,Network Switch,Cryptography Services
de-int,Integration,de,seagreen,es-ecm-eg,e-Greeting,es-ecm,lightyellow,,,,15,13,API (CSV),crimson,1,Electronic greeting card application,Integration
de-int-int,Interfaces,de-int,olivedrab,cs-lcs-wbp,Whistle Blowing Portal,cs-lcs,lightyellow,,,,20,15,API (CSV),sandybrown,1,Whistle blowing portal,Interfaces
